date,count
2023-07-24,1894
2023-07-25,1991
2023-07-26,2033
2023-07-27,2116
2023-07-28,1987
2023-07-29,1362
2023-07-30,1289
2023-07-31,2264
2023-08-01,3339
2023-08-02,2840
2023-08-03,3565
2023-08-04,3770
2023-08-05,2264
2023-08-06,2110
2023-08-07,3335
2023-08-08,3301
2023-08-09,3277
2023-08-10,2876
2023-08-11,2566
2023-08-12,2175
2023-08-13,4265
2023-08-14,3402
2023-08-15,2416
2023-08-16,3190
2023-08-17,3684
2023-08-18,3010
2023-08-19,2568
2023-08-20,1785
2023-08-21,3459
2023-08-22,2692
2023-08-23,3127
2023-08-24,2724
2023-08-25,3514
2023-08-26,1966
2023-08-27,1742
2023-08-28,2719
2023-08-29,2402
2023-08-30,2330
2023-08-31,3196
2023-09-01,2680
2023-09-02,2061
2023-09-03,1779
2023-09-04,3066
2023-09-05,2590
2023-09-06,3481
2023-09-07,2389
2023-09-08,3331
2023-09-09,2408
2023-09-10,2058
2023-09-11,2683
2023-09-12,2929
2023-09-13,2795
2023-09-14,2672
2023-09-15,3072
2023-09-16,2174
2023-09-17,1443
2023-09-18,2567
2023-09-19,2894
2023-09-20,2902
2023-09-21,2797
2023-09-22,3082
2023-09-23,1900
2023-09-24,2272
2023-09-25,2215
2023-09-26,2532
2023-09-27,3951
2023-09-28,2981
2023-09-29,2946
2023-09-30,1773
2023-10-01,1934
2023-10-02,2557
2023-10-03,3109
2023-10-04,3071
2023-10-05,3069
2023-10-06,2987
2023-10-07,2701
2023-10-08,2056
2023-10-09,3025
2023-10-10,2736
2023-10-11,3175
2023-10-12,3457
2023-10-13,3094
2023-10-14,2211
2023-10-15,1766
2023-10-16,2845
2023-10-17,2861
2023-10-18,2955
2023-10-19,2899
2023-10-20,2549
2023-10-21,1907
2023-10-22,1499
2023-10-23,2869
2023-10-24,4246
2023-10-25,3376
2023-10-26,3498
2023-10-27,2897
2023-10-28,2290
2023-10-29,1956
2023-10-30,3799
2023-10-31,3505
2023-11-01,4304
2023-11-02,3317
2023-11-03,2933
2023-11-04,1936
2023-11-05,2086
2023-11-06,2489
2023-11-07,3955
2023-11-08,2769
2023-11-09,3186
2023-11-10,3398
2023-11-11,1755
2023-11-12,1464
2023-11-13,2647
2023-11-14,2834
2023-11-15,3694
2023-11-16,3708
2023-11-17,5632
2023-11-18,2514
2023-11-19,2484
2023-11-20,3294
2023-11-21,3279
2023-11-22,3264
2023-11-23,3543
2023-11-24,3266
2023-11-25,2107
2023-11-26,2133
2023-11-27,3931
2023-11-28,3290
2023-11-29,4391
2023-11-30,4762
2023-12-01,3460
2023-12-02,2993
2023-12-03,2251
2023-12-04,3208
2023-12-05,3581
2023-12-06,3122
2023-12-07,4807
2023-12-08,3837
2023-12-09,2724
2023-12-10,1998
2023-12-11,3072
2023-12-12,3138
2023-12-13,3795
2023-12-14,3936
2023-12-15,2903
2023-12-16,2360
2023-12-17,1932
2023-12-18,3356
2023-12-19,3445
2023-12-20,4807
2023-12-21,7918
2023-12-22,3222
2023-12-23,2022
2023-12-24,2265
2023-12-25,2830
2023-12-26,3012
2023-12-27,2948
2023-12-28,3722
2023-12-29,4026
2023-12-30,2431
2023-12-31,2387
2024-01-01,2343
2024-01-02,2886
2024-01-03,3830
2024-01-04,3576
2024-01-05,3318
2024-01-06,2089
2024-01-07,2260
2024-01-08,5636
2024-01-09,3686
2024-01-10,4568
2024-01-11,4020
2024-01-12,3392
2024-01-13,2523
2024-01-14,2179
2024-01-15,3133
2024-01-16,4620
2024-01-17,4423
2024-01-18,2876
2024-01-19,2833
2024-01-20,2080
2024-01-21,2073
2024-01-22,2406
2024-01-23,2293
2024-01-24,2692
2024-01-25,2574
2024-01-26,2249
2024-01-27,1949
2024-01-28,2169
2024-01-29,2787
2024-01-30,2555
2024-01-31,2600
2024-02-01,3969
2024-02-02,2724
2024-02-03,1937
2024-02-04,1937
2024-02-05,2303
2024-02-06,3874
2024-02-07,2814
2024-02-08,2598
2024-02-09,2562
2024-02-10,1902
2024-02-11,1395
2024-02-12,2542
2024-02-13,2331
2024-02-14,2378
2024-02-15,2421
2024-02-16,2084
2024-02-17,1995
2024-02-18,1535
2024-02-19,2375
2024-02-20,2285
2024-02-21,2376
2024-02-22,2190
2024-02-23,2803
2024-02-24,1906
2024-02-25,1427
2024-02-26,2476
2024-02-27,2473
2024-02-28,2740
2024-02-29,3735
2024-03-01,3601
2024-03-02,3143
2024-03-03,2959
2024-03-04,3520
2024-03-05,4658
2024-03-06,5440
2024-03-07,5164
2024-03-08,4094
2024-03-09,3213
2024-03-10,3202
2024-03-11,4698
2024-03-12,4557
2024-03-13,5349
2024-03-14,5391
2024-03-15,4014
2024-03-16,3498
2024-03-17,2972
2024-03-18,4864
2024-03-19,5116
2024-03-20,6220
2024-03-21,7925
2024-03-22,4976
2024-03-23,3664
2024-03-24,4972
2024-03-25,7440
2024-03-26,5866
2024-03-27,5203
2024-03-28,4285
2024-03-29,3701
2024-03-30,2951
2024-03-31,2617
2024-04-01,4087
2024-04-02,3451
2024-04-03,3700
2024-04-04,3702
2024-04-05,3349
2024-04-06,2797
2024-04-07,2360
2024-04-08,3436
2024-04-09,3494
2024-04-10,4217
2024-04-11,4322
2024-04-12,3774
2024-04-13,3180
2024-04-14,2813
2024-04-15,3403
2024-04-16,4009
2024-04-17,4035
2024-04-18,5953
2024-04-19,6232
2024-04-20,5622
2024-04-21,3532
2024-04-22,7522
2024-04-23,7039
2024-04-24,5477
2024-04-25,5460
2024-04-26,4279
2024-04-27,4273
2024-04-28,5831
2024-04-29,12394
2024-04-30,9885
